package	version	architecture	source	source_version	multi_arch	essential	priority	section	custom_candidate
librygel-renderer-2.6-2	0.40.0-1	amd64	rygel	0.40.0-1	same	no	optional	libs	False
librygel-server-2.6-2	0.40.0-1	amd64	rygel	0.40.0-1	same	no	optional	libs	False
libsamplerate0	0.2.1+ds0-1	amd64	libsamplerate	0.2.1+ds0-1	same	no	optional	libs	False
libsane-common	1.0.31-4.1	all	sane-backends	1.0.31-4.1	foreign	no	optional	libs	False
libsane1	1.0.31-4.1	amd64	sane-backends	1.0.31-4.1	same	no	optional	libs	False
libsasl2-2	2.1.27+dfsg-2.1+deb11u1	amd64	cyrus-sasl2	2.1.27+dfsg-2.1+deb11u1	same	no	standard	libs	False
libsasl2-modules-db	2.1.27+dfsg-2.1+deb11u1	amd64	cyrus-sasl2	2.1.27+dfsg-2.1+deb11u1	same	no	standard	libs	False
libsbc1	1.5-3	amd64	sbc	1.5-3	same	no	optional	libs	False
libsdl2-2.0-0	2.0.14+dfsg2-3+deb11u1	amd64	libsdl2	2.0.14+dfsg2-3+deb11u1	same	no	optional	libs	False
libseccomp2	2.5.1-1+deb11u1	amd64	libseccomp	2.5.1-1+deb11u1	same	no	optional	libs	False
libsecret-1-0	0.20.4-2	amd64	libsecret	0.20.4-2	same	no	optional	libs	False
libsecret-common	0.20.4-2	all	libsecret	0.20.4-2	foreign	no	optional	libs	False
libselinux1	3.1-3	amd64	libselinux	3.1-3	same	no	optional	libs	False
libsemanage-common	3.1-1	all	libsemanage	3.1-1	foreign	no	optional	libs	False
libsemanage1	3.1-1+b2	amd64	libsemanage	3.1-1	same	no	optional	libs	False
libsensors-config	1:3.6.0-7	all	lm-sensors	1:3.6.0-7	foreign	no	optional	utils	False
libsensors5	1:3.6.0-7	amd64	lm-sensors	1:3.6.0-7	same	no	optional	libs	False
libsepol1	3.1-1	amd64	libsepol	3.1-1	same	no	optional	libs	False
libserd-0-0	0.30.10-2	amd64	serd	0.30.10-2	same	no	optional	libs	False
libshine3	3.1.1-2	amd64	shine	3.1.1-2	same	no	optional	libs	False
libshout3	2.4.5-1+b1	amd64	libshout	2.4.5-1	same	no	optional	libs	False
libsidplay1v5	1.36.60-1	amd64	libsidplay	1.36.60-1	same	no	optional	libs	False
libsigc++-2.0-0v5	2.10.4-2	amd64	libsigc++-2.0	2.10.4-2	same	no	optional	libs	False
libslang2	2.3.2-5	amd64	slang2	2.3.2-5	same	no	optional	libs	False
libsm6	2:1.2.3-1	amd64	libsm	2:1.2.3-1	same	no	optional	libs	False
libsmartcols1	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	same	no	optional	libs	False
libsmbclient	2:4.13.13+dfsg-1~deb11u5	amd64	samba	2:4.13.13+dfsg-1~deb11u5	same	no	optional	libs	False
libsnappy1v5	1.1.8-1	amd64	snappy	1.1.8-1	same	no	optional	libs	False
libsndfile1	1.0.31-2	amd64	libsndfile	1.0.31-2	same	no	optional	libs	False
libsndio7.0	1.5.0-3	amd64	sndio	1.5.0-3	same	no	optional	libs	False
libsnmp-base	5.9+dfsg-4+deb11u1	all	net-snmp	5.9+dfsg-4+deb11u1	foreign	no	optional	libs	False
libsnmp40	5.9+dfsg-4+deb11u1	amd64	net-snmp	5.9+dfsg-4+deb11u1	same	no	optional	libs	False
libsodium23	1.0.18-1	amd64	libsodium	1.0.18-1	same	no	optional	libs	False
libsord-0-0	0.16.8-2	amd64	sord	0.16.8-2	same	no	optional	libs	False
libsoundtouch1	2.2+ds1-2	amd64	soundtouch	2.2+ds1-2	same	no	optional	libs	False
libsoup-gnome2.4-1	2.72.0-2	amd64	libsoup2.4	2.72.0-2	same	no	optional	libs	False
libsoup2.4-1	2.72.0-2	amd64	libsoup2.4	2.72.0-2	same	no	optional	libs	False
libsoxr0	0.1.3-4	amd64	libsoxr	0.1.3-4	same	no	optional	libs	False
libspa-0.2-modules	0.3.19-4	amd64	pipewire	0.3.19-4	same	no	optional	libs	False
libspandsp2	0.0.6+dfsg-2	amd64	spandsp	0.0.6+dfsg-2	same	no	optional	libs	False
libspeex1	1.2~rc1.2-1.1	amd64	speex	1.2~rc1.2-1.1	same	no	optional	libs	False
libspeexdsp1	1.2~rc1.2-1.1	amd64	speex	1.2~rc1.2-1.1	same	no	optional	libs	False
libsphinxbase3	0.8+5prealpha+1-12	amd64	sphinxbase	0.8+5prealpha+1-12	same	no	optional	libs	False
libsqlite3-0	3.34.1-3	amd64	sqlite3	3.34.1-3	same	no	optional	libs	False
libsratom-0-0	0.6.8-1	amd64	sratom	0.6.8-1	same	no	optional	libs	False
libsrt1.4-gnutls	1.4.2-1.3	amd64	srt	1.4.2-1.3	same	no	optional	libs	False
libsrtp2-1	2.3.0-5	amd64	libsrtp2	2.3.0-5	same	no	optional	libs	False
libss2	1.46.2-2	amd64	e2fsprogs	1.46.2-2	same	no	optional	libs	False
libssh-gcrypt-4	0.9.7-0+deb11u1	amd64	libssh	0.9.7-0+deb11u1	same	no	optional	libs	False
libssh2-1	1.9.0-2	amd64	libssh2	1.9.0-2	same	no	optional	libs	False
libssl1.1	1.1.1n-0+deb11u5	amd64	openssl	1.1.1n-0+deb11u5	same	no	optional	libs	False
libstartup-notification0	0.12-6+b1	amd64	startup-notification	0.12-6	same	no	optional	libs	False
libstdc++6	10.2.1-6	amd64	gcc-10	10.2.1-6	same	no	optional	libs	False
libstemmer0d	2.1.0-1	amd64	snowball	2.1.0-1	same	no	optional	libs	False
libswresample3	7:4.3.6-0+deb11u1	amd64	ffmpeg	7:4.3.6-0+deb11u1	same	no	optional	libs	False
libswscale5	7:4.3.6-0+deb11u1	amd64	ffmpeg	7:4.3.6-0+deb11u1	same	no	optional	libs	False
libsystemd0	247.3-7+deb11u4	amd64	systemd	247.3-7+deb11u4	same	no	optional	libs	False
libtag1v5	1.11.1+dfsg.1-3	amd64	taglib	1.11.1+dfsg.1-3	same	no	optional	libs	False
libtag1v5-vanilla	1.11.1+dfsg.1-3	amd64	taglib	1.11.1+dfsg.1-3	same	no	optional	libs	False
libtalloc2	2.3.1-2+b1	amd64	talloc	2.3.1-2	same	no	optional	libs	False
libtasn1-6	4.16.0-2+deb11u1	amd64	libtasn1-6	4.16.0-2+deb11u1	same	no	optional	libs	False
libtdb1	1.4.3-1+b1	amd64	tdb	1.4.3-1	same	no	optional	libs	False
libteamdctl0	1.31-1	amd64	libteam	1.31-1	same	no	optional	net	False
libtelepathy-glib0	0.24.1-3	amd64	telepathy-glib	0.24.1-3	same	no	optional	libs	False
libtepl-5-0	5.0.1-2	amd64	tepl	5.0.1-2	same	no	optional	libs	False
libtevent0	0.10.2-1	amd64	tevent	0.10.2-1	same	no	optional	libs	False
libtext-charwidth-perl	0.04-10+b1	amd64	libtext-charwidth-perl	0.04-10		no	optional	perl	False
libtext-iconv-perl	1.7-7+b1	amd64	libtext-iconv-perl	1.7-7		no	optional	perl	False
libtext-wrapi18n-perl	0.06-9	all	libtext-wrapi18n-perl	0.06-9		no	optional	perl	False
libthai-data	0.1.28-3	all	libthai	0.1.28-3	foreign	no	optional	libs	False
libthai0	0.1.28-3	amd64	libthai	0.1.28-3	same	no	optional	libs	False
libtheora0	1.1.1+dfsg.1-15	amd64	libtheora	1.1.1+dfsg.1-15	same	no	optional	libs	False
libtiff5	4.2.0-1+deb11u4	amd64	tiff	4.2.0-1+deb11u4	same	no	optional	libs	False
libtinfo6	6.2+20201114-2+deb11u1	amd64	ncurses	6.2+20201114-2+deb11u1	same	no	optional	libs	False
libtirpc-common	1.3.1-1+deb11u1	all	libtirpc	1.3.1-1+deb11u1	foreign	no	optional	libs	False
libtirpc3	1.3.1-1+deb11u1	amd64	libtirpc	1.3.1-1+deb11u1	same	no	optional	libs	False
libtotem-plparser-common	3.26.5-5	all	totem-pl-parser	3.26.5-5	foreign	no	optional	libs	False
libtotem-plparser18	3.26.5-5	amd64	totem-pl-parser	3.26.5-5	same	no	optional	libs	False
libtracker-control-2.0-0	2.3.6-2	amd64	tracker	2.3.6-2	same	no	optional	libs	False
libtracker-miner-2.0-0	2.3.6-2	amd64	tracker	2.3.6-2	same	no	optional	libs	False
libtracker-sparql-2.0-0	2.3.6-2	amd64	tracker	2.3.6-2	same	no	optional	libs	False
libtspi1	0.3.14+fixed1-1.2	amd64	trousers	0.3.14+fixed1-1.2		no	optional	libs	False
libtumbler-1-0	4.16.0-1	amd64	tumbler	4.16.0-1	same	no	optional	libs	False
libtwolame0	0.4.0-2	amd64	twolame	0.4.0-2	same	no	optional	libs	False
libuchardet0	0.0.7-1	amd64	uchardet	0.0.7-1	same	no	optional	libs	False
libudev1	247.3-7+deb11u4	amd64	systemd	247.3-7+deb11u4	same	no	optional	libs	False
libudfread0	1.1.1-1	amd64	libudfread	1.1.1-1	same	no	optional	libs	False
libudisks2-0	2.9.2-2+deb11u1	amd64	udisks2	2.9.2-2+deb11u1	same	no	optional	libs	False
libunistring2	0.9.10-4	amd64	libunistring	0.9.10-4	same	no	optional	libs	False
libunwind8	1.3.2-2	amd64	libunwind	1.3.2-2	same	no	optional	libs	False
libupower-glib3	0.99.11-2	amd64	upower	0.99.11-2	same	no	optional	libs	False
libusb-1.0-0	2:1.0.24-3	amd64	libusb-1.0	2:1.0.24-3	same	no	optional	libs	False
libusbmuxd6	2.0.2-3	amd64	libusbmuxd	2.0.2-3	same	no	optional	libs	False
libuuid1	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	same	no	optional	libs	False
libv4l-0	1.20.0-2	amd64	v4l-utils	1.20.0-2	same	no	optional	libs	False
libv4lconvert0	1.20.0-2	amd64	v4l-utils	1.20.0-2	same	no	optional	libs	False
libva-drm2	2.10.0-1	amd64	libva	2.10.0-1	same	no	optional	libs	False
libva-wayland2	2.10.0-1	amd64	libva	2.10.0-1	same	no	optional	libs	False
libva-x11-2	2.10.0-1	amd64	libva	2.10.0-1	same	no	optional	libs	False
libva2	2.10.0-1	amd64	libva	2.10.0-1	same	no	optional	libs	False
libvdpau1	1.4-3	amd64	libvdpau	1.4-3	same	no	optional	libs	False
libvidstab1.1	1.1.0-2+b1	amd64	libvidstab	1.1.0-2	same	no	optional	libs	False
libvisual-0.4-0	0.4.0-17	amd64	libvisual	0.4.0-17	same	no	optional	libs	False
libvo-aacenc0	0.1.3-2	amd64	vo-aacenc	0.1.3-2	same	no	optional	libs	False
libvo-amrwbenc0	0.1.3-2	amd64	vo-amrwbenc	0.1.3-2	same	no	optional	libs	False
libvolume-key1	0.3.12-3.1+b1	amd64	volume-key	0.3.12-3.1		no	optional	libs	False
libvorbis0a	1.3.7-1	amd64	libvorbis	1.3.7-1	same	no	optional	libs	False
libvorbisenc2	1.3.7-1	amd64	libvorbis	1.3.7-1	same	no	optional	libs	False
libvorbisfile3	1.3.7-1	amd64	libvorbis	1.3.7-1	same	no	optional	libs	False
libvpx6	1.9.0-1	amd64	libvpx	1.9.0-1	same	no	optional	libs	False
libvte-2.91-0	0.62.3-1	amd64	vte2.91	0.62.3-1	same	no	optional	libs	False
libvte-2.91-common	0.62.3-1	amd64	vte2.91	0.62.3-1	foreign	no	optional	libs	False
libvulkan1	1.2.162.0-1	amd64	vulkan-loader	1.2.162.0-1	same	no	optional	libs	False
libwacom-common	1.8-2	all	libwacom	1.8-2	foreign	no	optional	libs	False
libwacom2	1.8-2	amd64	libwacom	1.8-2	same	no	optional	libs	False
libwavpack1	5.4.0-1	amd64	wavpack	5.4.0-1	same	no	optional	libs	False
libwayland-client0	1.18.0-2~exp1.1	amd64	wayland	1.18.0-2~exp1.1	same	no	optional	libs	False
libwayland-cursor0	1.18.0-2~exp1.1	amd64	wayland	1.18.0-2~exp1.1	same	no	optional	libs	False
libwayland-egl1	1.18.0-2~exp1.1	amd64	wayland	1.18.0-2~exp1.1	same	no	optional	libs	False
libwayland-server0	1.18.0-2~exp1.1	amd64	wayland	1.18.0-2~exp1.1	same	no	optional	libs	False
libwbclient0	2:4.13.13+dfsg-1~deb11u5	amd64	samba	2:4.13.13+dfsg-1~deb11u5	same	no	optional	libs	False
libwebkit2gtk-4.0-37	2.40.3-2~deb11u2	amd64	webkit2gtk	2.40.3-2~deb11u2	same	no	optional	libs	False
libwebp6	0.6.1-2.1+deb11u1	amd64	libwebp	0.6.1-2.1+deb11u1	same	no	optional	libs	False
libwebpdemux2	0.6.1-2.1+deb11u1	amd64	libwebp	0.6.1-2.1+deb11u1	same	no	optional	libs	False
libwebpmux3	0.6.1-2.1+deb11u1	amd64	libwebp	0.6.1-2.1+deb11u1	same	no	optional	libs	False
libwebrtc-audio-processing1	0.3-1+b1	amd64	webrtc-audio-processing	0.3-1	same	no	optional	libs	False
libwildmidi2	0.4.3-1	amd64	wildmidi	0.4.3-1	same	no	optional	libs	False
libwnck-3-0	3.36.0-1	amd64	libwnck3	3.36.0-1	same	no	optional	libs	False
libwnck-3-common	3.36.0-1	all	libwnck3	3.36.0-1	foreign	no	optional	libs	False
libwoff1	1.0.2-1+b1	amd64	woff2	1.0.2-1	same	no	optional	libs	False
libwpe-1.0-1	1.10.0-2	amd64	libwpe	1.10.0-2	same	no	optional	libs	False
libwpebackend-fdo-1.0-1	1.8.0-1	amd64	wpebackend-fdo	1.8.0-1	same	no	optional	libs	False
libwrap0	7.6.q-31	amd64	tcp-wrappers	7.6.q-31	same	no	optional	libs	False
libx11-6	2:1.7.2-1+deb11u1	amd64	libx11	2:1.7.2-1+deb11u1	same	no	optional	libs	False
libx11-data	2:1.7.2-1+deb11u1	all	libx11	2:1.7.2-1+deb11u1	foreign	no	optional	x11	False
libx11-xcb1	2:1.7.2-1+deb11u1	amd64	libx11	2:1.7.2-1+deb11u1	same	no	optional	libs	False
libx264-160	2:0.160.3011+gitcde9a93-2.1	amd64	x264	2:0.160.3011+gitcde9a93-2.1	same	no	optional	libs	False
libx265-192	3.4-2	amd64	x265	3.4-2	same	no	optional	libs	False
libxapian30	1.4.18-3+deb11u1	amd64	xapian-core	1.4.18-3+deb11u1	same	no	optional	libs	False
libxatracker2	20.3.5-1	amd64	mesa	20.3.5-1	same	no	optional	libs	False
libxau6	1:1.0.9-1	amd64	libxau	1:1.0.9-1	same	no	optional	libs	False
libxaw7	2:1.0.13-1.1	amd64	libxaw	2:1.0.13-1.1	same	no	optional	libs	False
libxcb-dri2-0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-dri3-0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-glx0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-icccm4	0.4.1-1.1	amd64	xcb-util-wm	0.4.1-1.1	same	no	optional	libs	False
libxcb-image0	0.4.0-1+b3	amd64	xcb-util-image	0.4.0-1	same	no	extra	libs	False
libxcb-keysyms1	0.4.0-1+b2	amd64	xcb-util-keysyms	0.4.0-1	same	no	extra	libs	False
libxcb-present0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-randr0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-render-util0	0.3.9-1+b1	amd64	xcb-util-renderutil	0.3.9-1	same	no	extra	libs	False
libxcb-render0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-shape0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-shm0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-sync1	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-util1	0.4.0-1+b1	amd64	xcb-util	0.4.0-1	same	no	optional	libs	False
libxcb-xfixes0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-xinerama0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-xinput0	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb-xkb1	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcb1	1.14-3	amd64	libxcb	1.14-3	same	no	optional	libs	False
libxcomposite1	1:0.4.5-1	amd64	libxcomposite	1:0.4.5-1	same	no	optional	libs	False
libxcursor1	1:1.2.0-2	amd64	libxcursor	1:1.2.0-2	same	no	optional	libs	False
libxdamage1	1:1.1.5-2	amd64	libxdamage	1:1.1.5-2	same	no	optional	libs	False
libxdmcp6	1:1.1.2-3	amd64	libxdmcp	1:1.1.2-3	same	no	optional	libs	False
libxext6	2:1.3.3-1.1	amd64	libxext	2:1.3.3-1.1	same	no	optional	libs	False
libxfixes3	1:5.0.3-2	amd64	libxfixes	1:5.0.3-2	same	no	optional	libs	False
libxfont2	1:2.0.4-1	amd64	libxfont	1:2.0.4-1	same	no	optional	libs	False
libxft2	2.3.2-2	amd64	xft	2.3.2-2	same	no	optional	libs	False
libxi6	2:1.7.10-1	amd64	libxi	2:1.7.10-1	same	no	optional	libs	False
libxinerama1	2:1.1.4-2	amd64	libxinerama	2:1.1.4-2	same	no	optional	libs	False
libxkbcommon-x11-0	1.0.3-2	amd64	libxkbcommon	1.0.3-2	same	no	optional	libs	False
libxkbcommon0	1.0.3-2	amd64	libxkbcommon	1.0.3-2	same	no	optional	libs	False
libxkbfile1	1:1.1.0-1	amd64	libxkbfile	1:1.1.0-1	same	no	optional	libs	False
libxkbregistry0	1.0.3-2	amd64	libxkbcommon	1.0.3-2	same	no	optional	libs	False
libxklavier16	5.4-4	amd64	libxklavier	5.4-4	same	no	optional	libs	False
libxml2	2.9.10+dfsg-6.7+deb11u4	amd64	libxml2	2.9.10+dfsg-6.7+deb11u4	same	no	optional	libs	False
libxmu6	2:1.1.2-2+b3	amd64	libxmu	2:1.1.2-2	same	no	optional	libs	False
libxmuu1	2:1.1.2-2+b3	amd64	libxmu	2:1.1.2-2	same	no	optional	libs	False
libxnvctrl0	470.141.03-1~deb11u1	amd64	nvidia-settings	470.141.03-1~deb11u1	same	no	optional	libs	False
libxpm4	1:3.5.12-1.1~deb11u1	amd64	libxpm	1:3.5.12-1.1~deb11u1	same	no	optional	libs	False
libxpresent1	1.0.0-2+b10	amd64	libxpresent	1.0.0-2	same	no	optional	libs	False
libxrandr2	2:1.5.1-1	amd64	libxrandr	2:1.5.1-1	same	no	optional	libs	False
libxrender1	1:0.9.10-1	amd64	libxrender	1:0.9.10-1	same	no	optional	libs	False
libxres1	2:1.2.0-4	amd64	libxres	2:1.2.0-4	same	no	optional	libs	False
libxshmfence1	1.3-1	amd64	libxshmfence	1.3-1	same	no	optional	libs	False
libxslt1.1	1.1.34-4+deb11u1	amd64	libxslt	1.1.34-4+deb11u1	same	no	optional	libs	False
libxss1	1:1.2.3-1	amd64	libxss	1:1.2.3-1	same	no	optional	libs	False
libxt6	1:1.2.0-1	amd64	libxt	1:1.2.0-1	same	no	optional	libs	False
libxtables12	1.8.7-1	amd64	iptables	1.8.7-1	same	no	optional	libs	False
libxtst6	2:1.2.3-1	amd64	libxtst	2:1.2.3-1	same	no	optional	libs	False
libxv1	2:1.0.11-1	amd64	libxv	2:1.0.11-1	same	no	optional	libs	False
libxvidcore4	2:1.3.7-1	amd64	xvidcore	2:1.3.7-1	same	no	optional	libs	False
libxvmc1	2:1.0.12-2	amd64	libxvmc	2:1.0.12-2	same	no	optional	libs	False
libxxf86dga1	2:1.1.4-1+b3	amd64	libxxf86dga	2:1.1.4-1	same	no	optional	libs	False
libxxf86vm1	1:1.1.4-1+b2	amd64	libxxf86vm	1:1.1.4-1	same	no	optional	libs	False
libxxhash0	0.8.0-2	amd64	xxhash	0.8.0-2	same	no	optional	libs	False
libyaml-0-2	0.2.2-1	amd64	libyaml	0.2.2-1	same	no	optional	libs	False
libyelp0	3.38.3-1+han3u3	amd64	yelp	3.38.3-1+han3u3	same	no	optional	libs	True
libz3-4	4.8.10-1	amd64	z3	4.8.10-1	same	no	optional	libs	False
libzbar0	0.23.90-1	amd64	zbar	0.23.90-1	same	no	optional	libs	False
libzeitgeist-2.0-0	1.0.3-4	amd64	zeitgeist	1.0.3-4	same	no	optional	libs	False
libzmq5	4.3.4-1	amd64	zeromq3	4.3.4-1	same	no	optional	libs	False
libzstd1	1.4.8+dfsg-2.1	amd64	libzstd	1.4.8+dfsg-2.1	same	no	optional	libs	False
libzvbi-common	0.2.35-18	all	zvbi	0.2.35-18	foreign	no	optional	devel	False
libzvbi0	0.2.35-18	amd64	zvbi	0.2.35-18	same	no	optional	libs	False
lightdm	1.26.0-7+grm3u1	amd64	lightdm	1.26.0-7+grm3u1		no	optional	x11	True
linux-base	4.6	all	linux-base	4.6	foreign	no	optional	kernel	False
linux-image-5.10.0-23-amd64	5.10.179-1+grm3u1	amd64	linux	5.10.179-1+grm3u1		no	optional	kernel	True
linux-image-amd64	5.10.179-1+grm3u1	amd64	linux-signed-amd64	5.10.179+1+grm3u1		no	optional	kernel	True
live-boot	1:20210208	all	live-boot	1:20210208		no	optional	misc	False
live-boot-initramfs-tools	1:20210208	all	live-boot	1:20210208		no	optional	misc	False
live-config	11.0.3+grm3u1	all	live-config	11.0.3+grm3u1		no	optional	misc	True
live-config-systemd	11.0.3+grm3u1	all	live-config	11.0.3+grm3u1		no	optional	misc	True
live-installer	2023.06.30+han3u1	all	live-installer	2023.06.30+han3u1		no	optional	admin	True
live-tools	1:20190831	all	live-tools	1:20190831		no	optional	misc	False
locales	2.31-13+deb11u6	all	glibc	2.31-13+deb11u6		no	standard	localization	False
login	1:4.8.1-1	amd64	shadow	1:4.8.1-1	foreign	yes	required	admin	False
logrotate	3.18.0-2+deb11u1	amd64	logrotate	3.18.0-2+deb11u1	foreign	no	important	admin	False
logsave	1.46.2-2	amd64	e2fsprogs	1.46.2-2	foreign	no	optional	admin	False
lsb-base	11.1.0	all	lsb	11.1.0	foreign	no	optional	misc	False
lsb-release	11.1.0	all	lsb	11.1.0	foreign	no	optional	misc	False
lsof	4.93.2+dfsg-1.1	amd64	lsof	4.93.2+dfsg-1.1		no	standard	utils	False
lua-bitop	1.0.2-5	amd64	lua-bitop	1.0.2-5	same	no	optional	interpreters	False
lua-expat	1.3.0-4+b1	amd64	lua-expat	1.3.0-4	same	no	optional	interpreters	False
lua-json	1.3.4-2	all	lua-json	1.3.4-2		no	optional	interpreters	False
lua-lpeg	1.0.2-1	amd64	lua-lpeg	1.0.2-1	same	no	optional	interpreters	False
lua-socket	3.0~rc1+git+ac3201d-4	amd64	luasocket	3.0~rc1+git+ac3201d-4	same	no	optional	interpreters	False
mailcap	3.69	all	mailcap	3.69	foreign	no	optional	utils	False
malcontent	0.10.0-2	all	malcontent	0.10.0-2		no	optional	admin	False
malcontent-gui	0.10.0-2	amd64	malcontent	0.10.0-2		no	optional	admin	False
man-db	2.9.4-2	amd64	man-db	2.9.4-2	foreign	no	important	doc	False
mawk	1.3.4.20200120-2	amd64	mawk	1.3.4.20200120-2	foreign	no	required	interpreters	False
mdadm	4.1-11	amd64	mdadm	4.1-11		no	optional	admin	False
media-types	4.0.0	all	media-types	4.0.0	foreign	no	standard	net	False
menu	2.1.48	amd64	menu	2.1.48	foreign	no	optional	admin	False
metacity	1:3.38.0-2+grm3u1	amd64	metacity	1:3.38.0-2+grm3u1		no	optional	x11	True
metacity-common	1:3.38.0-2+grm3u1	all	metacity	1:3.38.0-2+grm3u1	foreign	no	optional	misc	True
mime-support	3.66	all	mime-support	3.66	foreign	no	optional	oldlibs	False
moka-icon-theme	5.4.0.3-1	all	moka-icon-theme	5.4.0.3-1		no	optional	misc	False
mount	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	foreign	no	required	admin	False
mousetweaks	3.32.0-3+grm3u1	amd64	mousetweaks	3.32.0-3+grm3u1		no	optional	gnome	True
nano	5.4-2+deb11u2	amd64	nano	5.4-2+deb11u2		no	important	editors	False
nautilus	3.38.2-1+deb11u1+grm3u8	amd64	nautilus	3.38.2-1+deb11u1+grm3u8		no	optional	gnome	True
nautilus-data	3.38.2-1+deb11u1+grm3u8	all	nautilus	3.38.2-1+deb11u1+grm3u8	foreign	no	optional	gnome	True
ncurses-base	6.2+20201114-2+deb11u1	all	ncurses	6.2+20201114-2+deb11u1	foreign	yes	required	misc	False
ncurses-bin	6.2+20201114-2+deb11u1	amd64	ncurses	6.2+20201114-2+deb11u1	foreign	yes	required	utils	False
netbase	6.3	all	netbase	6.3	foreign	no	important	admin	False
network-manager	1.30.0-2+grm3u3	amd64	network-manager	1.30.0-2+grm3u3		no	optional	net	True
network-manager-gnome	1.20.0-3+grm3u4	amd64	network-manager-applet	1.20.0-3+grm3u4		no	optional	gnome	True
network-manager-openvpn	1.8.12-2	amd64	network-manager-openvpn	1.8.12-2		no	optional	net	False
network-manager-openvpn-gnome	1.8.12-2	amd64	network-manager-openvpn	1.8.12-2		no	optional	net	False
nftables	0.9.8-3.1+deb11u1	amd64	nftables	0.9.8-3.1+deb11u1		no	important	net	False
nimf	2023.06.30+grm3u1	amd64	nimf	2023.06.30+grm3u1		no	optional	utils	True
nimf-libhangul	2023.06.30+grm3u1	amd64	nimf	2023.06.30+grm3u1		no	optional	utils	True
ntfs-3g	1:2017.3.23AR.3-4+deb11u3	amd64	ntfs-3g	1:2017.3.23AR.3-4+deb11u3		no	optional	otherosfs	False
numix-icon-theme	0~20190920-1	all	numix-icon-theme	0~20190920-1		no	optional	x11	False
numix-icon-theme-circle	20.09.19-1	all	numix-icon-theme-circle	20.09.19-1		no	optional	x11	False
nvidia-installer-cleanup	20151021+13	amd64	nvidia-support	20151021+13	foreign	no	optional	contrib/misc	False
nvidia-kernel-common	20151021+13	amd64	nvidia-support	20151021+13		no	optional	contrib/kernel	False
nvidia-modprobe	470.182.03-1	amd64	nvidia-modprobe	470.182.03-1	foreign	no	optional	contrib/utils	False
nvidia-tesla-470-alternative	470.182.03-1~deb11u1	amd64	nvidia-graphics-drivers-tesla-470	470.182.03-1~deb11u1	foreign	no	optional	non-free/libs	False
nvidia-tesla-470-kernel-support	470.182.03-1~deb11u1	amd64	nvidia-graphics-drivers-tesla-470	470.182.03-1~deb11u1	foreign	no	optional	non-free/kernel	False
ocl-icd-libopencl1	2.2.14-2	amd64	ocl-icd	2.2.14-2	same	no	optional	libs	False
openprinting-ppds	20200820-1	all	foomatic-db	20200820-1	foreign	no	optional	text	False
openssl	1.1.1n-0+deb11u5	amd64	openssl	1.1.1n-0+deb11u5	foreign	no	optional	utils	False
openvpn	2.5.1-3	amd64	openvpn	2.5.1-3		no	optional	net	False
os-prober	1.79	amd64	os-prober	1.79		no	optional	utils	False
osinfo-db	0.20210215-1	all	osinfo-db	0.20210215-1	foreign	no	optional	libs	False
p11-kit	0.23.22-1	amd64	p11-kit	0.23.22-1		no	optional	misc	False
p11-kit-modules	0.23.22-1	amd64	p11-kit	0.23.22-1	same	no	optional	misc	False
p7zip	16.02+dfsg-8+grm3u1	amd64	p7zip	16.02+dfsg-8+grm3u1	foreign	no	optional	utils	True
p7zip-full	16.02+dfsg-8+grm3u1	amd64	p7zip	16.02+dfsg-8+grm3u1	foreign	no	optional	utils	True
packagekit	1.2.2-2	amd64	packagekit	1.2.2-2	foreign	no	optional	admin	False
packagekit-tools	1.2.2-2	amd64	packagekit	1.2.2-2	foreign	no	optional	admin	False
pam-gooroom	0.4.3+grm3u1	amd64	pam-gooroom	0.4.3+grm3u1		no	optional	admin	True
papirus-icon-theme	20210201-1	all	papirus-icon-theme	20210201-1		no	optional	x11	False
parted	3.4-1	amd64	parted	3.4-1	foreign	no	optional	admin	False
passwd	1:4.8.1-1	amd64	shadow	1:4.8.1-1	foreign	no	required	admin	False
pci.ids	0.0~2021.02.08-1	all	pci.ids	0.0~2021.02.08-1	foreign	no	optional	admin	False
perl	5.32.1-4+deb11u2	amd64	perl	5.32.1-4+deb11u2	allowed	no	standard	perl	False
