package	amd64_version	amd64_architecture	source	source_version	arm64_package	arm64_version	status	reason	selected
libtiff5	4.2.0-1+deb11u4	amd64	tiff	4.2.0-1+deb11u4	libtiff5	4.2.0-1+deb11u4	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:23860eb1320131c2f7ad7e10298c9ebdc556d28ccd66198e84d9952935880835"", ""architecture"": ""arm64"", ""download_filename"": ""libtiff5_4.2.0-1+deb11u4_arm64.deb"", ""filename"": ""pool/main/t/tiff/libtiff5_4.2.0-1+deb11u4_arm64.deb"", ""package"": ""libtiff5"", ""sha256"": ""23860eb1320131c2f7ad7e10298c9ebdc556d28ccd66198e84d9952935880835"", ""size"": 277544, ""source"": ""tiff"", ""source_version"": ""4.2.0-1+deb11u4"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/t/tiff/libtiff5_4.2.0-1%2bdeb11u4_arm64.deb"", ""version"": ""4.2.0-1+deb11u4""}"
libtinfo6	6.2+20201114-2+deb11u1	amd64	ncurses	6.2+20201114-2+deb11u1	libtinfo6	6.2+20201114-2+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:8282a785437b305bca7758aba19252bd81b5d0d2a54b709af97e682516f1cf4e"", ""architecture"": ""arm64"", ""download_filename"": ""libtinfo6_6.2+20201114-2+deb11u1_arm64.deb"", ""filename"": ""pool/main/n/ncurses/libtinfo6_6.2+20201114-2+deb11u1_arm64.deb"", ""package"": ""libtinfo6"", ""sha256"": ""8282a785437b305bca7758aba19252bd81b5d0d2a54b709af97e682516f1cf4e"", ""size"": 335592, ""source"": ""ncurses"", ""source_version"": ""6.2+20201114-2+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/n/ncurses/libtinfo6_6.2%2b20201114-2%2bdeb11u1_arm64.deb"", ""version"": ""6.2+20201114-2+deb11u1""}"
libtirpc-common	1.3.1-1+deb11u1	all	libtirpc	1.3.1-1+deb11u1	libtirpc-common	1.3.1-1+deb11u1	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:b2f10cb79e7d7a2f9b30bcdf036127df55cd4a34688547bc2886fa38f4969f77"", ""architecture"": ""all"", ""download_filename"": ""libtirpc-common_1.3.1-1+deb11u1_all.deb"", ""filename"": ""pool/main/libt/libtirpc/libtirpc-common_1.3.1-1+deb11u1_all.deb"", ""package"": ""libtirpc-common"", ""sha256"": ""b2f10cb79e7d7a2f9b30bcdf036127df55cd4a34688547bc2886fa38f4969f77"", ""size"": 13464, ""source"": ""libtirpc"", ""source_version"": ""1.3.1-1+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libt/libtirpc/libtirpc-common_1.3.1-1%2bdeb11u1_all.deb"", ""version"": ""1.3.1-1+deb11u1""}"
libtirpc3	1.3.1-1+deb11u1	amd64	libtirpc	1.3.1-1+deb11u1	libtirpc3	1.3.1-1+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:ccff0927f55b97fe9ea13057fab8bff9920bf4628eb2d5d48b9656f2fb74d2e1"", ""architecture"": ""arm64"", ""download_filename"": ""libtirpc3_1.3.1-1+deb11u1_arm64.deb"", ""filename"": ""pool/main/libt/libtirpc/libtirpc3_1.3.1-1+deb11u1_arm64.deb"", ""package"": ""libtirpc3"", ""sha256"": ""ccff0927f55b97fe9ea13057fab8bff9920bf4628eb2d5d48b9656f2fb74d2e1"", ""size"": 80184, ""source"": ""libtirpc"", ""source_version"": ""1.3.1-1+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libt/libtirpc/libtirpc3_1.3.1-1%2bdeb11u1_arm64.deb"", ""version"": ""1.3.1-1+deb11u1""}"
libtotem-plparser-common	3.26.5-5	all	totem-pl-parser	3.26.5-5	libtotem-plparser-common	3.26.5-5	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:917a78bf5b5299eb3650dd13e7d7bb28f0eb229c9d5555bb8e691c002d91dd16"", ""architecture"": ""all"", ""download_filename"": ""libtotem-plparser-common_3.26.5-5_all.deb"", ""filename"": ""pool/main/t/totem-pl-parser/libtotem-plparser-common_3.26.5-5_all.deb"", ""package"": ""libtotem-plparser-common"", ""sha256"": ""917a78bf5b5299eb3650dd13e7d7bb28f0eb229c9d5555bb8e691c002d91dd16"", ""size"": 83272, ""source"": ""totem-pl-parser"", ""source_version"": ""3.26.5-5"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/t/totem-pl-parser/libtotem-plparser-common_3.26.5-5_all.deb"", ""version"": ""3.26.5-5""}"
libtotem-plparser18	3.26.5-5	amd64	totem-pl-parser	3.26.5-5	libtotem-plparser18	3.26.5-5	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:7c35b9c9f4fdd5261dbc7466e2f4a326f8cc2047e365aed1d5acb137a65f5baa"", ""architecture"": ""arm64"", ""download_filename"": ""libtotem-plparser18_3.26.5-5_arm64.deb"", ""filename"": ""pool/main/t/totem-pl-parser/libtotem-plparser18_3.26.5-5_arm64.deb"", ""package"": ""libtotem-plparser18"", ""sha256"": ""7c35b9c9f4fdd5261dbc7466e2f4a326f8cc2047e365aed1d5acb137a65f5baa"", ""size"": 62952, ""source"": ""totem-pl-parser"", ""source_version"": ""3.26.5-5"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/t/totem-pl-parser/libtotem-plparser18_3.26.5-5_arm64.deb"", ""version"": ""3.26.5-5""}"
libtracker-control-2.0-0	2.3.6-2	amd64	tracker	2.3.6-2	libtracker-control-2.0-0	2.3.6-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:1763107434e6737f22a7623c8840e8e029fb61cded8d28822b15815240c84ca6"", ""architecture"": ""arm64"", ""download_filename"": ""libtracker-control-2.0-0_2.3.6-2_arm64.deb"", ""filename"": ""pool/main/t/tracker/libtracker-control-2.0-0_2.3.6-2_arm64.deb"", ""package"": ""libtracker-control-2.0-0"", ""sha256"": ""1763107434e6737f22a7623c8840e8e029fb61cded8d28822b15815240c84ca6"", ""size"": 35632, ""source"": ""tracker"", ""source_version"": ""2.3.6-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/t/tracker/libtracker-control-2.0-0_2.3.6-2_arm64.deb"", ""version"": ""2.3.6-2""}"
libtracker-miner-2.0-0	2.3.6-2	amd64	tracker	2.3.6-2	libtracker-miner-2.0-0	2.3.6-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:e5c520990b02c695561f6d3fa0f8533f665f28de41eebc05d72bd6c42f2e5ca7"", ""architecture"": ""arm64"", ""download_filename"": ""libtracker-miner-2.0-0_2.3.6-2_arm64.deb"", ""filename"": ""pool/main/t/tracker/libtracker-miner-2.0-0_2.3.6-2_arm64.deb"", ""package"": ""libtracker-miner-2.0-0"", ""sha256"": ""e5c520990b02c695561f6d3fa0f8533f665f28de41eebc05d72bd6c42f2e5ca7"", ""size"": 89024, ""source"": ""tracker"", ""source_version"": ""2.3.6-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/t/tracker/libtracker-miner-2.0-0_2.3.6-2_arm64.deb"", ""version"": ""2.3.6-2""}"
libtracker-sparql-2.0-0	2.3.6-2	amd64	tracker	2.3.6-2	libtracker-sparql-2.0-0	2.3.6-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:228c3dd5adb4025d129d9e8ffd758e1cf6cf48e613b1d927f3d68b2abd754229"", ""architecture"": ""arm64"", ""download_filename"": ""libtracker-sparql-2.0-0_2.3.6-2_arm64.deb"", ""filename"": ""pool/main/t/tracker/libtracker-sparql-2.0-0_2.3.6-2_arm64.deb"", ""package"": ""libtracker-sparql-2.0-0"", ""sha256"": ""228c3dd5adb4025d129d9e8ffd758e1cf6cf48e613b1d927f3d68b2abd754229"", ""size"": 245996, ""source"": ""tracker"", ""source_version"": ""2.3.6-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/t/tracker/libtracker-sparql-2.0-0_2.3.6-2_arm64.deb"", ""version"": ""2.3.6-2""}"
libtspi1	0.3.14+fixed1-1.2	amd64	trousers	0.3.14+fixed1-1.2	libtspi1	0.3.14+fixed1-1.2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:395288f96697b0a35fbaa94a24e176392c79b8735d5c7fb5f09b9bd4222d7172"", ""architecture"": ""arm64"", ""download_filename"": ""libtspi1_0.3.14+fixed1-1.2_arm64.deb"", ""filename"": ""pool/main/t/trousers/libtspi1_0.3.14+fixed1-1.2_arm64.deb"", ""package"": ""libtspi1"", ""sha256"": ""395288f96697b0a35fbaa94a24e176392c79b8735d5c7fb5f09b9bd4222d7172"", ""size"": 159256, ""source"": ""trousers"", ""source_version"": ""0.3.14+fixed1-1.2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/t/trousers/libtspi1_0.3.14%2bfixed1-1.2_arm64.deb"", ""version"": ""0.3.14+fixed1-1.2""}"
libtumbler-1-0	4.16.0-1	amd64	tumbler	4.16.0-1	libtumbler-1-0	4.16.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:9037f88c8b05f2b00e16ef9e82c93602b7a4a4923145966bc4f3d475933917cc"", ""architecture"": ""arm64"", ""download_filename"": ""libtumbler-1-0_4.16.0-1_arm64.deb"", ""filename"": ""pool/main/t/tumbler/libtumbler-1-0_4.16.0-1_arm64.deb"", ""package"": ""libtumbler-1-0"", ""sha256"": ""9037f88c8b05f2b00e16ef9e82c93602b7a4a4923145966bc4f3d475933917cc"", ""size"": 91272, ""source"": ""tumbler"", ""source_version"": ""4.16.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/t/tumbler/libtumbler-1-0_4.16.0-1_arm64.deb"", ""version"": ""4.16.0-1""}"
libtwolame0	0.4.0-2	amd64	twolame	0.4.0-2	libtwolame0	0.4.0-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:73780c555796569a252ec5cf1ea919e59ef4031298bc4be1516a6a0e83f06b5a"", ""architecture"": ""arm64"", ""download_filename"": ""libtwolame0_0.4.0-2_arm64.deb"", ""filename"": ""pool/main/t/twolame/libtwolame0_0.4.0-2_arm64.deb"", ""package"": ""libtwolame0"", ""sha256"": ""73780c555796569a252ec5cf1ea919e59ef4031298bc4be1516a6a0e83f06b5a"", ""size"": 48548, ""source"": ""twolame"", ""source_version"": ""0.4.0-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/t/twolame/libtwolame0_0.4.0-2_arm64.deb"", ""version"": ""0.4.0-2""}"
libuchardet0	0.0.7-1	amd64	uchardet	0.0.7-1	libuchardet0	0.0.7-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:237f7d242ce0f39bd912cf48f737aad98c25cc2126f57f4117afa4262a7abea5"", ""architecture"": ""arm64"", ""download_filename"": ""libuchardet0_0.0.7-1_arm64.deb"", ""filename"": ""pool/main/u/uchardet/libuchardet0_0.0.7-1_arm64.deb"", ""package"": ""libuchardet0"", ""sha256"": ""237f7d242ce0f39bd912cf48f737aad98c25cc2126f57f4117afa4262a7abea5"", ""size"": 67908, ""source"": ""uchardet"", ""source_version"": ""0.0.7-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/u/uchardet/libuchardet0_0.0.7-1_arm64.deb"", ""version"": ""0.0.7-1""}"
libudev1	247.3-7+deb11u4	amd64	systemd	247.3-7+deb11u4	libudev1	247.3-7+deb11u4	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:d53ca63927b51ad6f9a85ee1e4ce74d20ef45651179fd70f3c8d72607071e393"", ""architecture"": ""arm64"", ""download_filename"": ""libudev1_247.3-7+deb11u4_arm64.deb"", ""filename"": ""pool/main/s/systemd/libudev1_247.3-7+deb11u4_arm64.deb"", ""package"": ""libudev1"", ""sha256"": ""d53ca63927b51ad6f9a85ee1e4ce74d20ef45651179fd70f3c8d72607071e393"", ""size"": 163472, ""source"": ""systemd"", ""source_version"": ""247.3-7+deb11u4"", ""url"": ""https://snapshot.debian.org/archive/debian/20240331T235959Z/pool/main/s/systemd/libudev1_247.3-7%2bdeb11u4_arm64.deb"", ""version"": ""247.3-7+deb11u4""}"
libudfread0	1.1.1-1	amd64	libudfread	1.1.1-1	libudfread0	1.1.1-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:a54c888952f0eab05024e26a09cef78182144f7f11763af5d24c3947a8002648"", ""architecture"": ""arm64"", ""download_filename"": ""libudfread0_1.1.1-1_arm64.deb"", ""filename"": ""pool/main/libu/libudfread/libudfread0_1.1.1-1_arm64.deb"", ""package"": ""libudfread0"", ""sha256"": ""a54c888952f0eab05024e26a09cef78182144f7f11763af5d24c3947a8002648"", ""size"": 15640, ""source"": ""libudfread"", ""source_version"": ""1.1.1-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libu/libudfread/libudfread0_1.1.1-1_arm64.deb"", ""version"": ""1.1.1-1""}"
libudisks2-0	2.9.2-2+deb11u1	amd64	udisks2	2.9.2-2+deb11u1	libudisks2-0	2.9.2-2+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:6dfc3b5bbb56e0a608591dd993a07946d76d1684cab9aee15381e9c7a7fc9942"", ""architecture"": ""arm64"", ""download_filename"": ""libudisks2-0_2.9.2-2+deb11u1_arm64.deb"", ""filename"": ""pool/main/u/udisks2/libudisks2-0_2.9.2-2+deb11u1_arm64.deb"", ""package"": ""libudisks2-0"", ""sha256"": ""6dfc3b5bbb56e0a608591dd993a07946d76d1684cab9aee15381e9c7a7fc9942"", ""size"": 145660, ""source"": ""udisks2"", ""source_version"": ""2.9.2-2+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/u/udisks2/libudisks2-0_2.9.2-2%2bdeb11u1_arm64.deb"", ""version"": ""2.9.2-2+deb11u1""}"
libunistring2	0.9.10-4	amd64	libunistring	0.9.10-4	libunistring2	0.9.10-4	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:53ff395ea4d8cf17c52155a452a0dc15af0ee2fa5cb3b0085b9c7335de8d5f7f"", ""architecture"": ""arm64"", ""download_filename"": ""libunistring2_0.9.10-4_arm64.deb"", ""filename"": ""pool/main/libu/libunistring/libunistring2_0.9.10-4_arm64.deb"", ""package"": ""libunistring2"", ""sha256"": ""53ff395ea4d8cf17c52155a452a0dc15af0ee2fa5cb3b0085b9c7335de8d5f7f"", ""size"": 372448, ""source"": ""libunistring"", ""source_version"": ""0.9.10-4"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libu/libunistring/libunistring2_0.9.10-4_arm64.deb"", ""version"": ""0.9.10-4""}"
libunwind8	1.3.2-2	amd64	libunwind	1.3.2-2	libunwind8	1.3.2-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:2a93283482cd89b6e6d3e1ee16497c911d6aacdc7414b9d24ca6851e221cf66c"", ""architecture"": ""arm64"", ""download_filename"": ""libunwind8_1.3.2-2_arm64.deb"", ""filename"": ""pool/main/libu/libunwind/libunwind8_1.3.2-2_arm64.deb"", ""package"": ""libunwind8"", ""sha256"": ""2a93283482cd89b6e6d3e1ee16497c911d6aacdc7414b9d24ca6851e221cf66c"", ""size"": 50508, ""source"": ""libunwind"", ""source_version"": ""1.3.2-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libu/libunwind/libunwind8_1.3.2-2_arm64.deb"", ""version"": ""1.3.2-2""}"
libupower-glib3	0.99.11-2	amd64	upower	0.99.11-2	libupower-glib3	0.99.11-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:2e3c98a5baff3425f3bd601b5f485bd1566b029ee5beced4efb845350d9a0de9"", ""architecture"": ""arm64"", ""download_filename"": ""libupower-glib3_0.99.11-2_arm64.deb"", ""filename"": ""pool/main/u/upower/libupower-glib3_0.99.11-2_arm64.deb"", ""package"": ""libupower-glib3"", ""sha256"": ""2e3c98a5baff3425f3bd601b5f485bd1566b029ee5beced4efb845350d9a0de9"", ""size"": 49824, ""source"": ""upower"", ""source_version"": ""0.99.11-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/u/upower/libupower-glib3_0.99.11-2_arm64.deb"", ""version"": ""0.99.11-2""}"
libusb-1.0-0	2:1.0.24-3	amd64	libusb-1.0	2:1.0.24-3	libusb-1.0-0	2:1.0.24-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:61ca0a0412c4182cb007f4e447608857cd4c70ddbe730ecda15a495de7d2178f"", ""architecture"": ""arm64"", ""download_filename"": ""libusb-1.0-0_2%3a1.0.24-3_arm64.deb"", ""filename"": ""pool/main/libu/libusb-1.0/libusb-1.0-0_1.0.24-3_arm64.deb"", ""package"": ""libusb-1.0-0"", ""sha256"": ""61ca0a0412c4182cb007f4e447608857cd4c70ddbe730ecda15a495de7d2178f"", ""size"": 58036, ""source"": ""libusb-1.0"", ""source_version"": ""2:1.0.24-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libu/libusb-1.0/libusb-1.0-0_1.0.24-3_arm64.deb"", ""version"": ""2:1.0.24-3""}"
libusbmuxd6	2.0.2-3	amd64	libusbmuxd	2.0.2-3	libusbmuxd6	2.0.2-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:a786ba94c1c6144dc3b4c23ef0b99b3be0c197aec2837eae23a42f6195361820"", ""architecture"": ""arm64"", ""download_filename"": ""libusbmuxd6_2.0.2-3_arm64.deb"", ""filename"": ""pool/main/libu/libusbmuxd/libusbmuxd6_2.0.2-3_arm64.deb"", ""package"": ""libusbmuxd6"", ""sha256"": ""a786ba94c1c6144dc3b4c23ef0b99b3be0c197aec2837eae23a42f6195361820"", ""size"": 19568, ""source"": ""libusbmuxd"", ""source_version"": ""2.0.2-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libu/libusbmuxd/libusbmuxd6_2.0.2-3_arm64.deb"", ""version"": ""2.0.2-3""}"
libuuid1	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	libuuid1	2.36.1-8+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:3d677da6a22e9cac519fed5a2ed5b20a4217f51ca420fce57434b5e813c26e03"", ""architecture"": ""arm64"", ""download_filename"": ""libuuid1_2.36.1-8+deb11u1_arm64.deb"", ""filename"": ""pool/main/u/util-linux/libuuid1_2.36.1-8+deb11u1_arm64.deb"", ""package"": ""libuuid1"", ""sha256"": ""3d677da6a22e9cac519fed5a2ed5b20a4217f51ca420fce57434b5e813c26e03"", ""size"": 83400, ""source"": ""util-linux"", ""source_version"": ""2.36.1-8+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/u/util-linux/libuuid1_2.36.1-8%2bdeb11u1_arm64.deb"", ""version"": ""2.36.1-8+deb11u1""}"
libv4l-0	1.20.0-2	amd64	v4l-utils	1.20.0-2	libv4l-0	1.20.0-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:d56810fc6ac3877da7731681e90fc1dd24d8288ba4ea0f29ff2751c0aa248e34"", ""architecture"": ""arm64"", ""download_filename"": ""libv4l-0_1.20.0-2_arm64.deb"", ""filename"": ""pool/main/v/v4l-utils/libv4l-0_1.20.0-2_arm64.deb"", ""package"": ""libv4l-0"", ""sha256"": ""d56810fc6ac3877da7731681e90fc1dd24d8288ba4ea0f29ff2751c0aa248e34"", ""size"": 103472, ""source"": ""v4l-utils"", ""source_version"": ""1.20.0-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/v/v4l-utils/libv4l-0_1.20.0-2_arm64.deb"", ""version"": ""1.20.0-2""}"
libv4lconvert0	1.20.0-2	amd64	v4l-utils	1.20.0-2	libv4lconvert0	1.20.0-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:d2da0adaf32562e9733561a67d06ba5d6ecb8a099033c4a3cdb257cc5b205e76"", ""architecture"": ""arm64"", ""download_filename"": ""libv4lconvert0_1.20.0-2_arm64.deb"", ""filename"": ""pool/main/v/v4l-utils/libv4lconvert0_1.20.0-2_arm64.deb"", ""package"": ""libv4lconvert0"", ""sha256"": ""d2da0adaf32562e9733561a67d06ba5d6ecb8a099033c4a3cdb257cc5b205e76"", ""size"": 134652, ""source"": ""v4l-utils"", ""source_version"": ""1.20.0-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/v/v4l-utils/libv4lconvert0_1.20.0-2_arm64.deb"", ""version"": ""1.20.0-2""}"
libva-drm2	2.10.0-1	amd64	libva	2.10.0-1	libva-drm2	2.10.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:45bf4248d72ce42940ee658bbba3025db0a233587bc49d773b1e3e9606d613a3"", ""architecture"": ""arm64"", ""download_filename"": ""libva-drm2_2.10.0-1_arm64.deb"", ""filename"": ""pool/main/libv/libva/libva-drm2_2.10.0-1_arm64.deb"", ""package"": ""libva-drm2"", ""sha256"": ""45bf4248d72ce42940ee658bbba3025db0a233587bc49d773b1e3e9606d613a3"", ""size"": 18952, ""source"": ""libva"", ""source_version"": ""2.10.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libva/libva-drm2_2.10.0-1_arm64.deb"", ""version"": ""2.10.0-1""}"
libva-wayland2	2.10.0-1	amd64	libva	2.10.0-1	libva-wayland2	2.10.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:a89d59b4e2037b49858f059d6b6732558305f93082a1f5531ac7c348ad0fd70b"", ""architecture"": ""arm64"", ""download_filename"": ""libva-wayland2_2.10.0-1_arm64.deb"", ""filename"": ""pool/main/libv/libva/libva-wayland2_2.10.0-1_arm64.deb"", ""package"": ""libva-wayland2"", ""sha256"": ""a89d59b4e2037b49858f059d6b6732558305f93082a1f5531ac7c348ad0fd70b"", ""size"": 20696, ""source"": ""libva"", ""source_version"": ""2.10.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libva/libva-wayland2_2.10.0-1_arm64.deb"", ""version"": ""2.10.0-1""}"
libva-x11-2	2.10.0-1	amd64	libva	2.10.0-1	libva-x11-2	2.10.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:d6a845c9456a8b22366a25cbcd68a4ced425243a924e4b0048dc82f8b1f8853c"", ""architecture"": ""arm64"", ""download_filename"": ""libva-x11-2_2.10.0-1_arm64.deb"", ""filename"": ""pool/main/libv/libva/libva-x11-2_2.10.0-1_arm64.deb"", ""package"": ""libva-x11-2"", ""sha256"": ""d6a845c9456a8b22366a25cbcd68a4ced425243a924e4b0048dc82f8b1f8853c"", ""size"": 23336, ""source"": ""libva"", ""source_version"": ""2.10.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libva/libva-x11-2_2.10.0-1_arm64.deb"", ""version"": ""2.10.0-1""}"
libva2	2.10.0-1	amd64	libva	2.10.0-1	libva2	2.10.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:6dbb204d43bcaed495719fc6a793dcbce77f4ab12bc0ea4617ae4e816139d5a1"", ""architecture"": ""arm64"", ""download_filename"": ""libva2_2.10.0-1_arm64.deb"", ""filename"": ""pool/main/libv/libva/libva2_2.10.0-1_arm64.deb"", ""package"": ""libva2"", ""sha256"": ""6dbb204d43bcaed495719fc6a793dcbce77f4ab12bc0ea4617ae4e816139d5a1"", ""size"": 64576, ""source"": ""libva"", ""source_version"": ""2.10.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libva/libva2_2.10.0-1_arm64.deb"", ""version"": ""2.10.0-1""}"
libvdpau1	1.4-3	amd64	libvdpau	1.4-3	libvdpau1	1.4-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:9f44679cee3e9ed99525b2becff5b0ef040736b1a450e68fd3e2e536de52b99a"", ""architecture"": ""arm64"", ""download_filename"": ""libvdpau1_1.4-3_arm64.deb"", ""filename"": ""pool/main/libv/libvdpau/libvdpau1_1.4-3_arm64.deb"", ""package"": ""libvdpau1"", ""sha256"": ""9f44679cee3e9ed99525b2becff5b0ef040736b1a450e68fd3e2e536de52b99a"", ""size"": 27116, ""source"": ""libvdpau"", ""source_version"": ""1.4-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libvdpau/libvdpau1_1.4-3_arm64.deb"", ""version"": ""1.4-3""}"
libvidstab1.1	1.1.0-2+b1	amd64	libvidstab	1.1.0-2	libvidstab1.1	1.1.0-2+b1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:39a88b11d1c727f43a4301d8408dfcbde2d6980e4d6295fe9f9f0447c9436971"", ""architecture"": ""arm64"", ""download_filename"": ""libvidstab1.1_1.1.0-2+b1_arm64.deb"", ""filename"": ""pool/main/libv/libvidstab/libvidstab1.1_1.1.0-2+b1_arm64.deb"", ""package"": ""libvidstab1.1"", ""sha256"": ""39a88b11d1c727f43a4301d8408dfcbde2d6980e4d6295fe9f9f0447c9436971"", ""size"": 36440, ""source"": ""libvidstab"", ""source_version"": ""1.1.0-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libvidstab/libvidstab1.1_1.1.0-2%2bb1_arm64.deb"", ""version"": ""1.1.0-2+b1""}"
libvisual-0.4-0	0.4.0-17	amd64	libvisual	0.4.0-17	libvisual-0.4-0	0.4.0-17	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:1173621505fdc74b88210c7fffec97a7ffbbdc76b85f2392edeff3e6e7b114d0"", ""architecture"": ""arm64"", ""download_filename"": ""libvisual-0.4-0_0.4.0-17_arm64.deb"", ""filename"": ""pool/main/libv/libvisual/libvisual-0.4-0_0.4.0-17_arm64.deb"", ""package"": ""libvisual-0.4-0"", ""sha256"": ""1173621505fdc74b88210c7fffec97a7ffbbdc76b85f2392edeff3e6e7b114d0"", ""size"": 125696, ""source"": ""libvisual"", ""source_version"": ""0.4.0-17"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libvisual/libvisual-0.4-0_0.4.0-17_arm64.deb"", ""version"": ""0.4.0-17""}"
